maze,agent,optimal_steps,steps_taken,expanded_nodes,replan_count
maze-12-1,Dijkstra,46,77,2212,10
maze-12-1,Dijkstra,46,79,2079,8
maze-12-1,Dijkstra,46,90,3648,15
maze-12-1,Dijkstra,46,79,2940,14
maze-12-1,Dijkstra,46,83,1688,9
maze-12-1,Dijkstra,46,72,1277,5
maze-12-1,Dijkstra,46,79,2121,9
maze-12-1,Dijkstra,46,86,1145,9
maze-12-1,Dijkstra,46,108,5109,20
maze-12-1,Dijkstra,46,97,4738,17
maze-12-1,Dijkstra,46,94,4592,17
maze-12-1,Dijkstra,46,54,723,3
maze-12-1,Dijkstra,46,74,2375,12
maze-12-1,Dijkstra,46,93,2048,16
maze-12-1,Dijkstra,46,93,4370,17
maze-12-1,Dijkstra,46,92,3210,12
maze-12-1,Dijkstra,46,113,4903,20
maze-12-1,Dijkstra,46,72,462,6
maze-12-1,Dijkstra,46,93,3949,16
maze-12-1,Dijkstra,46,92,3926,14
maze-12-1,Dijkstra,46,95,5113,18
maze-12-1,Dijkstra,46,92,4308,14
maze-12-1,Dijkstra,46,91,3073,12
maze-12-1,Dijkstra,46,84,1784,12
maze-12-1,Dijkstra,46,78,2852,10
maze-12-1,Dijkstra,46,81,3259,12
maze-12-1,Dijkstra,46,88,1915,11
maze-12-1,Dijkstra,46,77,1992,8
maze-12-1,Dijkstra,46,85,1930,13
maze-12-1,Dijkstra,46,82,4088,14
maze-12-1,Dijkstra,46,103,4484,23
maze-12-1,Dijkstra,46,78,1879,12
maze-12-1,Dijkstra,46,82,3673,11
maze-12-1,Dijkstra,46,79,2436,9
maze-12-1,Dijkstra,46,84,3580,13
maze-12-1,Dijkstra,46,90,3255,15
maze-12-1,Dijkstra,46,89,3245,13
maze-12-1,Dijkstra,46,84,2447,12
maze-12-1,Dijkstra,46,110,3939,21
maze-12-1,Dijkstra,46,75,2953,9
maze-12-1,Dijkstra,46,90,2889,15
maze-12-1,Dijkstra,46,64,1724,8
maze-12-1,Dijkstra,46,76,2182,8
maze-12-1,Dijkstra,46,103,3989,19
maze-12-1,Dijkstra,46,97,2718,15
maze-12-1,Dijkstra,46,74,1957,8
maze-12-1,Dijkstra,46,71,2234,9
maze-12-1,Dijkstra,46,83,3556,12
maze-12-1,Dijkstra,46,105,5367,18
maze-12-1,Dijkstra,46,86,3334,12
maze-12-1,Dijkstra,46,79,2736,10
maze-12-1,Dijkstra,46,85,3471,15
maze-12-1,Dijkstra,46,97,4173,17
maze-12-1,Dijkstra,46,73,2023,9
maze-12-1,Dijkstra,46,81,2783,11
maze-12-1,Dijkstra,46,89,3403,11
maze-12-1,Dijkstra,46,70,1636,9
maze-12-1,Dijkstra,46,85,3897,12
maze-12-1,Dijkstra,46,105,5189,18
maze-12-1,Dijkstra,46,74,1936,9
maze-12-1,Dijkstra,46,98,4102,16
maze-12-1,Dijkstra,46,81,2919,12
maze-12-1,Dijkstra,46,91,3098,14
maze-12-1,Dijkstra,46,75,2951,11
maze-12-1,Dijkstra,46,90,2224,13
maze-12-1,Dijkstra,46,89,3083,17
maze-12-1,Dijkstra,46,100,3514,13
maze-12-1,Dijkstra,46,100,4525,20
maze-12-1,Dijkstra,46,96,4762,18
maze-12-1,Dijkstra,46,82,3289,11
maze-12-1,Dijkstra,46,104,3641,18
maze-12-1,Dijkstra,46,105,4741,16
maze-12-1,Dijkstra,46,68,2035,7
maze-12-1,Dijkstra,46,95,3571,14
maze-12-1,Dijkstra,46,83,2412,11
maze-12-1,Dijkstra,46,91,4183,17
maze-12-1,Dijkstra,46,78,3633,11
maze-12-1,Dijkstra,46,70,534,6
maze-12-1,Dijkstra,46,81,2944,13
maze-12-1,Dijkstra,46,72,1475,7
maze-12-1,Dijkstra,46,96,3592,20
maze-12-1,Dijkstra,46,105,4970,19
maze-12-1,Dijkstra,46,82,2539,9
maze-12-1,Dijkstra,46,74,2056,8
maze-12-1,Dijkstra,46,74,2711,9
maze-12-1,Dijkstra,46,86,2443,11
maze-12-1,Dijkstra,46,62,1273,6
maze-12-1,Dijkstra,46,76,2018,8
maze-12-1,Dijkstra,46,77,1937,10
maze-12-1,Dijkstra,46,90,3967,14
maze-12-1,Dijkstra,46,84,2887,11
maze-12-1,Dijkstra,46,68,1597,6
maze-12-1,Dijkstra,46,89,1650,10
maze-12-1,Dijkstra,46,81,3746,12
maze-12-1,Dijkstra,46,95,3992,15
maze-12-1,Dijkstra,46,100,3376,18
maze-12-1,Dijkstra,46,96,2364,10
maze-12-1,Dijkstra,46,61,743,4
maze-12-1,Dijkstra,46,63,1436,5
maze-12-1,Dijkstra,46,86,4605,17
maze-12-1,A*Euclid,46,75,1136,10
maze-12-1,A*Euclid,46,86,1748,14
maze-12-1,A*Euclid,46,90,1369,13
maze-12-1,A*Euclid,46,86,1414,15
maze-12-1,A*Euclid,46,79,1208,11
maze-12-1,A*Euclid,46,79,1308,8
maze-12-1,A*Euclid,46,93,1695,17
maze-12-1,A*Euclid,46,87,782,13
maze-12-1,A*Euclid,46,103,1828,22
maze-12-1,A*Euclid,46,79,714,9
maze-12-1,A*Euclid,46,83,1184,14
maze-12-1,A*Euclid,46,60,740,4
maze-12-1,A*Euclid,46,82,892,13
maze-12-1,A*Euclid,46,85,374,11
maze-12-1,A*Euclid,46,97,1676,17
maze-12-1,A*Euclid,46,101,2088,17
maze-12-1,A*Euclid,46,116,3154,21
maze-12-1,A*Euclid,46,74,1078,8
maze-12-1,A*Euclid,46,99,1120,15
maze-12-1,A*Euclid,46,96,1537,15
maze-12-1,A*Euclid,46,96,1667,18
maze-12-1,A*Euclid,46,105,2538,19
maze-12-1,A*Euclid,46,78,873,12
maze-12-1,A*Euclid,46,86,2056,16
maze-12-1,A*Euclid,46,90,1834,13
maze-12-1,A*Euclid,46,70,1139,8
maze-12-1,A*Euclid,46,97,2744,18
maze-12-1,A*Euclid,46,78,1491,12
maze-12-1,A*Euclid,46,93,1483,13
maze-12-1,A*Euclid,46,81,1737,15
maze-12-1,A*Euclid,46,94,1706,13
maze-12-1,A*Euclid,46,98,2364,20
maze-12-1,A*Euclid,46,74,744,8
maze-12-1,A*Euclid,46,86,1004,12
maze-12-1,A*Euclid,46,76,934,9
maze-12-1,A*Euclid,46,86,1000,10
maze-12-1,A*Euclid,46,82,2262,13
maze-12-1,A*Euclid,46,84,1547,10
maze-12-1,A*Euclid,46,113,3927,24
maze-12-1,A*Euclid,46,68,612,7
maze-12-1,A*Euclid,46,81,1115,9
maze-12-1,A*Euclid,46,67,949,9
maze-12-1,A*Euclid,46,69,992,9
maze-12-1,A*Euclid,46,105,2685,18
maze-12-1,A*Euclid,46,95,1572,12
maze-12-1,A*Euclid,46,69,1428,9
maze-12-1,A*Euclid,46,75,1040,9
maze-12-1,A*Euclid,46,107,2062,21
maze-12-1,A*Euclid,46,72,2040,11
maze-12-1,A*Euclid,46,84,2041,10
maze-12-1,A*Euclid,46,77,1647,10
maze-12-1,A*Euclid,46,78,998,11
maze-12-1,A*Euclid,46,95,1568,14
maze-12-1,A*Euclid,46,72,1319,8
maze-12-1,A*Euclid,46,91,1432,13
maze-12-1,A*Euclid,46,79,2193,13
maze-12-1,A*Euclid,46,69,1265,10
maze-12-1,A*Euclid,46,98,2169,19
maze-12-1,A*Euclid,46,98,1765,17
maze-12-1,A*Euclid,46,87,1647,15
maze-12-1,A*Euclid,46,93,2189,15
maze-12-1,A*Euclid,46,88,1856,16
maze-12-1,A*Euclid,46,91,1820,14
maze-12-1,A*Euclid,46,80,1754,12
maze-12-1,A*Euclid,46,97,1912,18
maze-12-1,A*Euclid,46,84,1587,14
maze-12-1,A*Euclid,46,106,2266,19
maze-12-1,A*Euclid,46,92,1769,15
maze-12-1,A*Euclid,46,83,1160,16
maze-12-1,A*Euclid,46,87,2105,19
maze-12-1,A*Euclid,46,104,2241,18
maze-12-1,A*Euclid,46,103,3300,21
maze-12-1,A*Euclid,46,78,901,9
maze-12-1,A*Euclid,46,83,1180,14
maze-12-1,A*Euclid,46,89,1278,15
maze-12-1,A*Euclid,46,94,1704,15
maze-12-1,A*Euclid,46,67,660,5
maze-12-1,A*Euclid,46,77,404,6
maze-12-1,A*Euclid,46,85,1750,13
maze-12-1,A*Euclid,46,82,740,12
maze-12-1,A*Euclid,46,91,1187,12
maze-12-1,A*Euclid,46,85,1605,14
maze-12-1,A*Euclid,46,92,2263,18
maze-12-1,A*Euclid,46,64,1190,8
maze-12-1,A*Euclid,46,83,2713,17
maze-12-1,A*Euclid,46,89,2058,15
maze-12-1,A*Euclid,46,65,883,9
maze-12-1,A*Euclid,46,72,877,6
maze-12-1,A*Euclid,46,72,1289,9
maze-12-1,A*Euclid,46,116,3222,27
maze-12-1,A*Euclid,46,75,1128,9
maze-12-1,A*Euclid,46,76,1001,7
maze-12-1,A*Euclid,46,106,2798,22
maze-12-1,A*Euclid,46,95,1165,15
maze-12-1,A*Euclid,46,81,1578,9
maze-12-1,A*Euclid,46,110,2595,17
maze-12-1,A*Euclid,46,71,1337,10
maze-12-1,A*Euclid,46,64,525,5
maze-12-1,A*Euclid,46,83,1287,13
maze-12-1,A*Euclid,46,81,1356,13
maze-12-1,A*Manhattan,46,77,694,10
maze-12-1,A*Manhattan,46,79,667,8
maze-12-1,A*Manhattan,46,90,1118,15
maze-12-1,A*Manhattan,46,79,765,14
maze-12-1,A*Manhattan,46,83,504,9
maze-12-1,A*Manhattan,46,72,387,5
maze-12-1,A*Manhattan,46,79,710,9
maze-12-1,A*Manhattan,46,86,445,9
maze-12-1,A*Manhattan,46,108,1483,20
maze-12-1,A*Manhattan,46,97,1496,17
maze-12-1,A*Manhattan,46,94,1349,17
maze-12-1,A*Manhattan,46,54,324,3
maze-12-1,A*Manhattan,46,74,624,12
maze-12-1,A*Manhattan,46,93,832,16
maze-12-1,A*Manhattan,46,93,1101,17
maze-12-1,A*Manhattan,46,92,1147,12
maze-12-1,A*Manhattan,46,113,1287,20
maze-12-1,A*Manhattan,46,72,209,6
maze-12-1,A*Manhattan,46,93,1054,16
maze-12-1,A*Manhattan,46,92,1205,14
maze-12-1,A*Manhattan,46,95,1947,18
maze-12-1,A*Manhattan,46,92,1159,14
maze-12-1,A*Manhattan,46,91,1163,12
maze-12-1,A*Manhattan,46,84,519,12
maze-12-1,A*Manhattan,46,78,800,10
maze-12-1,A*Manhattan,46,81,1165,12
maze-12-1,A*Manhattan,46,88,486,11
maze-12-1,A*Manhattan,46,77,581,8
maze-12-1,A*Manhattan,46,85,632,13
maze-12-1,A*Manhattan,46,82,1622,14
maze-12-1,A*Manhattan,46,103,1284,23
maze-12-1,A*Manhattan,46,78,604,12
maze-12-1,A*Manhattan,46,82,1050,11
maze-12-1,A*Manhattan,46,79,629,9
maze-12-1,A*Manhattan,46,84,961,13
maze-12-1,A*Manhattan,46,90,1081,15
maze-12-1,A*Manhattan,46,89,899,13
maze-12-1,A*Manhattan,46,84,741,12
maze-12-1,A*Manhattan,46,110,943,21
maze-12-1,A*Manhattan,46,75,1090,9
maze-12-1,A*Manhattan,46,90,938,15
maze-12-1,A*Manhattan,46,64,684,8
maze-12-1,A*Manhattan,46,76,803,8
maze-12-1,A*Manhattan,46,103,1131,19
maze-12-1,A*Manhattan,46,97,902,15
maze-12-1,A*Manhattan,46,74,641,8
maze-12-1,A*Manhattan,46,71,622,9
maze-12-1,A*Manhattan,46,83,1012,12
maze-12-1,A*Manhattan,46,105,1386,18
maze-12-1,A*Manhattan,46,86,846,12
maze-12-1,A*Manhattan,46,79,788,10
maze-12-1,A*Manhattan,46,85,1079,15
maze-12-1,A*Manhattan,46,97,1421,17
maze-12-1,A*Manhattan,46,73,556,9
maze-12-1,A*Manhattan,46,81,820,11
maze-12-1,A*Manhattan,46,89,1126,11
maze-12-1,A*Manhattan,46,70,669,9
maze-12-1,A*Manhattan,46,85,1188,12
maze-12-1,A*Manhattan,46,105,1606,18
maze-12-1,A*Manhattan,46,74,690,9
maze-12-1,A*Manhattan,46,98,1476,16
maze-12-1,A*Manhattan,46,81,857,12
maze-12-1,A*Manhattan,46,104,1279,18
maze-12-1,A*Manhattan,46,76,920,11
maze-12-1,A*Manhattan,46,89,1075,14
maze-12-1,A*Manhattan,46,93,979,15
maze-12-1,A*Manhattan,46,96,1127,17
maze-12-1,A*Manhattan,46,87,711,13
maze-12-1,A*Manhattan,46,91,1563,19
maze-12-1,A*Manhattan,46,81,1174,14
maze-12-1,A*Manhattan,46,110,1355,20
maze-12-1,A*Manhattan,46,105,1474,16
maze-12-1,A*Manhattan,46,68,697,7
maze-12-1,A*Manhattan,46,95,1259,14
maze-12-1,A*Manhattan,46,83,701,11
maze-12-1,A*Manhattan,46,91,1148,17
maze-12-1,A*Manhattan,46,78,1253,11
maze-12-1,A*Manhattan,46,70,218,6
maze-12-1,A*Manhattan,46,81,1037,13
maze-12-1,A*Manhattan,46,72,477,7
maze-12-1,A*Manhattan,46,96,1072,20
maze-12-1,A*Manhattan,46,105,1465,19
maze-12-1,A*Manhattan,46,82,676,9
maze-12-1,A*Manhattan,46,74,664,8
maze-12-1,A*Manhattan,46,74,680,9
maze-12-1,A*Manhattan,46,86,657,11
maze-12-1,A*Manhattan,46,62,498,6
maze-12-1,A*Manhattan,46,76,662,8
maze-12-1,A*Manhattan,46,77,502,10
maze-12-1,A*Manhattan,46,90,1055,14
maze-12-1,A*Manhattan,46,84,814,11
maze-12-1,A*Manhattan,46,68,568,6
maze-12-1,A*Manhattan,46,89,525,10
maze-12-1,A*Manhattan,46,81,1426,12
maze-12-1,A*Manhattan,46,95,1520,15
maze-12-1,A*Manhattan,46,100,955,18
maze-12-1,A*Manhattan,46,96,627,10
maze-12-1,A*Manhattan,46,61,272,4
maze-12-1,A*Manhattan,46,63,496,5
maze-12-1,A*Manhattan,46,86,1507,17
maze-12-2,Dijkstra,46,75,3062,12
maze-12-2,Dijkstra,46,86,2944,12
maze-12-2,Dijkstra,46,84,3797,14
maze-12-2,Dijkstra,46,77,3384,13
maze-12-2,Dijkstra,46,94,6398,22
maze-12-2,Dijkstra,46,85,4042,16
maze-12-2,Dijkstra,46,70,3466,12
maze-12-2,Dijkstra,46,93,3883,15
maze-12-2,Dijkstra,46,93,5148,17
maze-12-2,Dijkstra,46,91,4265,15
maze-12-2,Dijkstra,46,86,5616,23
maze-12-2,Dijkstra,46,60,1110,4
maze-12-2,Dijkstra,46,65,1423,6
maze-12-2,Dijkstra,46,65,1974,6
maze-12-2,Dijkstra,46,101,3560,16
maze-12-2,Dijkstra,46,98,4252,15
maze-12-2,Dijkstra,46,121,6821,32
maze-12-2,Dijkstra,46,81,3162,15
maze-12-2,Dijkstra,46,77,2145,8
maze-12-2,Dijkstra,46,98,5299,20
maze-12-2,Dijkstra,46,87,5702,19
maze-12-2,Dijkstra,46,110,7731,30
maze-12-2,Dijkstra,46,76,3132,12
maze-12-2,Dijkstra,46,77,4508,15
maze-12-2,Dijkstra,46,88,2638,11
maze-12-2,Dijkstra,46,73,3502,13
maze-12-2,Dijkstra,46,60,2108,7
maze-12-2,Dijkstra,46,95,5943,21
maze-12-2,Dijkstra,46,77,1437,10
maze-12-2,Dijkstra,46,82,2612,11
maze-12-2,Dijkstra,46,76,3754,15
maze-12-2,Dijkstra,46,100,4906,17
maze-12-2,Dijkstra,46,99,4574,21
maze-12-2,Dijkstra,46,69,1886,7
maze-12-2,Dijkstra,46,91,3066,15
maze-12-2,Dijkstra,46,77,2491,10
maze-12-2,Dijkstra,46,89,2627,10
maze-12-2,Dijkstra,46,77,3408,12
maze-12-2,Dijkstra,46,75,3378,13
maze-12-2,Dijkstra,46,96,4727,17
maze-12-2,Dijkstra,46,73,4706,15
maze-12-2,Dijkstra,46,76,2785,13
maze-12-2,Dijkstra,46,67,2533,8
maze-12-2,Dijkstra,46,78,3791,14
maze-12-2,Dijkstra,46,85,2868,11
maze-12-2,Dijkstra,46,103,4692,21
maze-12-2,Dijkstra,46,76,2603,10
maze-12-2,Dijkstra,46,64,1971,6
maze-12-2,Dijkstra,46,91,4176,17
maze-12-2,Dijkstra,46,95,3073,14
maze-12-2,Dijkstra,46,80,2703,13
maze-12-2,Dijkstra,46,78,2027,10
maze-12-2,Dijkstra,46,77,2573,10
maze-12-2,Dijkstra,46,85,2914,11
maze-12-2,Dijkstra,46,85,4632,17
maze-12-2,Dijkstra,46,77,1745,8
maze-12-2,Dijkstra,46,84,3984,13
maze-12-2,Dijkstra,46,77,2566,9
maze-12-2,Dijkstra,46,74,1880,9
maze-12-2,Dijkstra,46,86,3869,14
maze-12-2,Dijkstra,46,91,5265,18
maze-12-2,Dijkstra,46,72,2597,11
maze-12-2,Dijkstra,46,90,4519,15
maze-12-2,Dijkstra,46,94,3939,19
maze-12-2,Dijkstra,46,87,3989,15
maze-12-2,Dijkstra,46,70,1974,6
maze-12-2,Dijkstra,46,87,2702,13
maze-12-2,Dijkstra,46,89,3799,16
maze-12-2,Dijkstra,46,108,7180,29
maze-12-2,Dijkstra,46,93,2697,18
maze-12-2,Dijkstra,46,83,2978,13
maze-12-2,Dijkstra,46,82,4716,17
maze-12-2,Dijkstra,46,105,5585,23
maze-12-2,Dijkstra,46,100,7834,25
maze-12-2,Dijkstra,46,68,2498,8
maze-12-2,Dijkstra,46,98,5507,20
maze-12-2,Dijkstra,46,86,2113,10
maze-12-2,Dijkstra,46,92,4097,18
maze-12-2,Dijkstra,46,79,5129,16
maze-12-2,Dijkstra,46,78,1670,9
maze-12-2,Dijkstra,46,70,1645,5
maze-12-2,Dijkstra,46,80,3139,10
maze-12-2,Dijkstra,46,87,4313,18
maze-12-2,Dijkstra,46,83,3956,13
maze-12-2,Dijkstra,46,85,4220,15
maze-12-2,Dijkstra,46,85,3959,14
maze-12-2,Dijkstra,46,72,3063,12
maze-12-2,Dijkstra,46,81,2434,12
maze-12-2,Dijkstra,46,75,2973,11
maze-12-2,Dijkstra,46,72,2561,9
maze-12-2,Dijkstra,46,77,1561,9
maze-12-2,Dijkstra,46,74,1703,9
maze-12-2,Dijkstra,46,94,5532,21
maze-12-2,Dijkstra,46,75,3261,10
maze-12-2,Dijkstra,46,68,2289,9
maze-12-2,Dijkstra,46,94,5573,17
maze-12-2,Dijkstra,46,102,5875,20
maze-12-2,Dijkstra,46,94,3765,17
maze-12-2,Dijkstra,46,97,5150,18
maze-12-2,Dijkstra,46,66,2069,8
maze-12-2,A*Euclid,46,75,1437,12
maze-12-2,A*Euclid,46,86,2235,16
maze-12-2,A*Euclid,46,84,1982,16
maze-12-2,A*Euclid,46,77,1634,13
maze-12-2,A*Euclid,46,77,1413,10
maze-12-2,A*Euclid,46,74,1265,9
maze-12-2,A*Euclid,46,69,1452,10
maze-12-2,A*Euclid,46,89,2265,15
maze-12-2,A*Euclid,46,99,2513,20
maze-12-2,A*Euclid,46,97,2745,21
maze-12-2,A*Euclid,46,87,1751,14
maze-12-2,A*Euclid,46,63,605,4
maze-12-2,A*Euclid,46,59,663,5
maze-12-2,A*Euclid,46,69,2063,13
maze-12-2,A*Euclid,46,81,1522,13
maze-12-2,A*Euclid,46,109,3676,21
maze-12-2,A*Euclid,46,92,1634,14
maze-12-2,A*Euclid,46,104,3405,21
maze-12-2,A*Euclid,46,77,1872,15
maze-12-2,A*Euclid,46,110,1735,19
maze-12-2,A*Euclid,46,92,1100,16
maze-12-2,A*Euclid,46,103,1418,21
maze-12-2,A*Euclid,46,92,2405,24
maze-12-2,A*Euclid,46,85,1673,13
maze-12-2,A*Euclid,46,80,1521,13
maze-12-2,A*Euclid,46,79,1226,11
maze-12-2,A*Euclid,46,62,1009,7
maze-12-2,A*Euclid,46,99,2537,20
maze-12-2,A*Euclid,46,74,1156,10
maze-12-2,A*Euclid,46,83,1727,14
maze-12-2,A*Euclid,46,74,1168,11
maze-12-2,A*Euclid,46,98,3031,19
maze-12-2,A*Euclid,46,90,1630,15
maze-12-2,A*Euclid,46,74,1501,14
maze-12-2,A*Euclid,46,74,1309,10
maze-12-2,A*Euclid,46,77,1850,13
maze-12-2,A*Euclid,46,89,2301,12
maze-12-2,A*Euclid,46,82,1766,15
maze-12-2,A*Euclid,46,77,1289,9
maze-12-2,A*Euclid,46,94,1396,20
maze-12-2,A*Euclid,46,75,1808,14
maze-12-2,A*Euclid,46,66,999,8
maze-12-2,A*Euclid,46,77,2912,19
maze-12-2,A*Euclid,46,61,664,4
maze-12-2,A*Euclid,46,67,1074,7
maze-12-2,A*Euclid,46,105,2884,22
maze-12-2,A*Euclid,46,94,1909,17
maze-12-2,A*Euclid,46,68,1364,8
maze-12-2,A*Euclid,46,77,1555,11
maze-12-2,A*Euclid,46,93,2077,18
maze-12-2,A*Euclid,46,82,1571,11
maze-12-2,A*Euclid,46,82,2563,15
maze-12-2,A*Euclid,46,79,2005,14
maze-12-2,A*Euclid,46,78,2452,14
maze-12-2,A*Euclid,46,88,2256,16
maze-12-2,A*Euclid,46,71,1356,9
maze-12-2,A*Euclid,46,89,1545,15
maze-12-2,A*Euclid,46,80,1812,15
maze-12-2,A*Euclid,46,68,1350,8
maze-12-2,A*Euclid,46,82,1939,14
maze-12-2,A*Euclid,46,98,1879,18
maze-12-2,A*Euclid,46,69,1848,11
maze-12-2,A*Euclid,46,108,2710,23
maze-12-2,A*Euclid,46,79,1447,14
maze-12-2,A*Euclid,46,84,1581,13
maze-12-2,A*Euclid,46,84,2884,17
maze-12-2,A*Euclid,46,65,890,8
maze-12-2,A*Euclid,46,76,1846,14
maze-12-2,A*Euclid,46,79,1667,12
maze-12-2,A*Euclid,46,93,1635,16
maze-12-2,A*Euclid,46,94,1652,19
maze-12-2,A*Euclid,46,82,1366,12
maze-12-2,A*Euclid,46,79,1412,16
maze-12-2,A*Euclid,46,101,2985,20
maze-12-2,A*Euclid,46,105,2492,21
maze-12-2,A*Euclid,46,63,799,5
maze-12-2,A*Euclid,46,87,2091,15
maze-12-2,A*Euclid,46,74,1225,9
maze-12-2,A*Euclid,46,92,2783,17
maze-12-2,A*Euclid,46,81,1099,12
maze-12-2,A*Euclid,46,59,559,4
maze-12-2,A*Euclid,46,87,2253,18
maze-12-2,A*Euclid,46,80,1638,14
maze-12-2,A*Euclid,46,74,1093,12
maze-12-2,A*Euclid,46,106,3706,25
maze-12-2,A*Euclid,46,96,2046,18
maze-12-2,A*Euclid,46,89,2253,16
maze-12-2,A*Euclid,46,77,1378,15
maze-12-2,A*Euclid,46,81,1094,12
maze-12-2,A*Euclid,46,69,1785,9
maze-12-2,A*Euclid,46,67,758,6
maze-12-2,A*Euclid,46,78,1153,10
maze-12-2,A*Euclid,46,81,1143,11
maze-12-2,A*Euclid,46,90,2070,16
maze-12-2,A*Euclid,46,70,806,7
maze-12-2,A*Euclid,46,80,727,9
maze-12-2,A*Euclid,46,94,3318,21
maze-12-2,A*Euclid,46,98,1930,19
maze-12-2,A*Euclid,46,80,1600,13
maze-12-2,A*Euclid,46,110,3684,28
maze-12-2,A*Manhattan,46,75,945,12
maze-12-2,A*Manhattan,46,86,982,12
maze-12-2,A*Manhattan,46,84,1356,14
maze-12-2,A*Manhattan,46,77,750,13
maze-12-2,A*Manhattan,46,93,1812,23
maze-12-2,A*Manhattan,46,86,873,15
maze-12-2,A*Manhattan,46,70,771,12
maze-12-2,A*Manhattan,46,93,1152,15
maze-12-2,A*Manhattan,46,93,912,17
maze-12-2,A*Manhattan,46,91,1431,15
maze-12-2,A*Manhattan,46,80,1516,14
maze-12-2,A*Manhattan,46,63,682,6
maze-12-2,A*Manhattan,46,65,319,6
maze-12-2,A*Manhattan,46,67,471,4
maze-12-2,A*Manhattan,46,102,1212,17
maze-12-2,A*Manhattan,46,98,1198,15
maze-12-2,A*Manhattan,46,121,1858,30
maze-12-2,A*Manhattan,46,69,953,10
maze-12-2,A*Manhattan,46,84,1204,14
maze-12-2,A*Manhattan,46,107,1584,20
maze-12-2,A*Manhattan,46,83,875,16
maze-12-2,A*Manhattan,46,99,1465,22
maze-12-2,A*Manhattan,46,77,990,14
maze-12-2,A*Manhattan,46,84,976,14
maze-12-2,A*Manhattan,46,83,686,12
maze-12-2,A*Manhattan,46,79,595,11
maze-12-2,A*Manhattan,46,62,699,9
maze-12-2,A*Manhattan,46,92,1719,21
maze-12-2,A*Manhattan,46,80,698,10
maze-12-2,A*Manhattan,46,82,728,11
maze-12-2,A*Manhattan,46,76,1095,15
maze-12-2,A*Manhattan,46,102,1378,16
maze-12-2,A*Manhattan,46,93,977,19
maze-12-2,A*Manhattan,46,68,721,10
maze-12-2,A*Manhattan,46,73,565,9
maze-12-2,A*Manhattan,46,77,987,13
maze-12-2,A*Manhattan,46,89,1297,12
maze-12-2,A*Manhattan,46,82,1072,15
maze-12-2,A*Manhattan,46,77,683,11
maze-12-2,A*Manhattan,46,94,571,18
maze-12-2,A*Manhattan,46,75,837,14
maze-12-2,A*Manhattan,46,64,696,9
maze-12-2,A*Manhattan,46,84,1239,12
maze-12-2,A*Manhattan,46,76,750,10
maze-12-2,A*Manhattan,46,87,733,15
maze-12-2,A*Manhattan,46,114,1622,23
maze-12-2,A*Manhattan,46,76,613,10
maze-12-2,A*Manhattan,46,64,472,6
maze-12-2,A*Manhattan,46,96,1226,19
maze-12-2,A*Manhattan,46,103,1274,24
maze-12-2,A*Manhattan,46,83,458,8
maze-12-2,A*Manhattan,46,76,797,13
maze-12-2,A*Manhattan,46,80,1049,13
maze-12-2,A*Manhattan,46,78,690,12
maze-12-2,A*Manhattan,46,81,1124,13
maze-12-2,A*Manhattan,46,71,464,8
maze-12-2,A*Manhattan,46,84,1164,13
maze-12-2,A*Manhattan,46,77,881,9
maze-12-2,A*Manhattan,46,74,392,9
maze-12-2,A*Manhattan,46,82,922,11
maze-12-2,A*Manhattan,46,95,1709,23
maze-12-2,A*Manhattan,46,72,719,11
maze-12-2,A*Manhattan,46,90,1214,15
maze-12-2,A*Manhattan,46,94,839,19
maze-12-2,A*Manhattan,46,87,840,15
maze-12-2,A*Manhattan,46,70,541,6
maze-12-2,A*Manhattan,46,87,589,13
maze-12-2,A*Manhattan,46,89,1019,16
maze-12-2,A*Manhattan,46,108,1684,29
maze-12-2,A*Manhattan,46,93,448,18
maze-12-2,A*Manhattan,46,83,949,13
maze-12-2,A*Manhattan,46,79,728,16
maze-12-2,A*Manhattan,46,107,1703,25
maze-12-2,A*Manhattan,46,101,2270,26
maze-12-2,A*Manhattan,46,68,883,8
maze-12-2,A*Manhattan,46,98,1616,20
maze-12-2,A*Manhattan,46,86,846,10
maze-12-2,A*Manhattan,46,84,1020,14
maze-12-2,A*Manhattan,46,79,1223,15
maze-12-2,A*Manhattan,46,69,539,8
maze-12-2,A*Manhattan,46,76,1127,15
maze-12-2,A*Manhattan,46,79,988,11
maze-12-2,A*Manhattan,46,66,798,13
maze-12-2,A*Manhattan,46,114,1777,25
maze-12-2,A*Manhattan,46,87,1050,17
maze-12-2,A*Manhattan,46,85,1233,14
maze-12-2,A*Manhattan,46,72,728,12
maze-12-2,A*Manhattan,46,81,661,12
maze-12-2,A*Manhattan,46,75,1243,11
maze-12-2,A*Manhattan,46,72,438,9
maze-12-2,A*Manhattan,46,77,386,9
maze-12-2,A*Manhattan,46,74,415,9
maze-12-2,A*Manhattan,46,92,1466,21
maze-12-2,A*Manhattan,46,74,858,13
maze-12-2,A*Manhattan,46,71,708,10
maze-12-2,A*Manhattan,46,94,1625,17
maze-12-2,A*Manhattan,46,102,1098,20
maze-12-2,A*Manhattan,46,94,1130,15
maze-12-2,A*Manhattan,46,97,1270,18
maze-12-2,A*Manhattan,46,66,515,8
maze-12-3,Dijkstra,54,90,3148,13
maze-12-3,Dijkstra,54,110,5154,18
maze-12-3,Dijkstra,54,83,2470,8
maze-12-3,Dijkstra,54,109,5781,21
maze-12-3,Dijkstra,54,86,2963,11
