maze,agent,optimal_steps,steps_taken,expanded_nodes,replan_count
maze-3-4,A*Manhattan,10,15,16,1
maze-3-4,A*Manhattan,10,23,29,2
maze-3-4,A*Manhattan,10,20,31,3
maze-3-4,A*Manhattan,10,38,126,9
maze-3-4,A*Manhattan,10,20,34,3
maze-3-4,A*Manhattan,10,25,62,5
maze-3-4,A*Manhattan,10,14,21,2
maze-3-4,A*Manhattan,10,16,45,3
maze-3-4,A*Manhattan,10,15,30,2
maze-3-4,A*Manhattan,10,23,74,5
maze-3-4,A*Manhattan,10,17,57,4
maze-3-4,A*Manhattan,10,16,30,2
maze-3-4,A*Manhattan,10,20,29,4
maze-3-4,A*Manhattan,10,23,42,5
maze-3-4,A*Manhattan,10,22,29,3
maze-3-4,A*Manhattan,10,35,85,11
maze-3-4,A*Manhattan,10,16,16,1
maze-3-4,A*Manhattan,10,18,55,5
maze-3-4,A*Manhattan,10,17,39,3
maze-3-4,A*Manhattan,10,31,78,10
maze-3-4,A*Manhattan,10,19,42,3
maze-3-4,A*Manhattan,10,14,24,3
maze-3-4,A*Manhattan,10,25,32,4
maze-3-4,A*Manhattan,10,13,26,2
maze-3-4,A*Manhattan,10,27,42,4
maze-3-4,A*Manhattan,10,26,93,8
maze-3-4,A*Manhattan,10,16,26,2
maze-3-5,Dijkstra,10,19,75,4
maze-3-5,Dijkstra,10,16,76,4
maze-3-5,Dijkstra,10,15,24,2
maze-3-5,Dijkstra,10,21,89,5
maze-3-5,Dijkstra,10,24,94,6
maze-3-5,Dijkstra,10,17,47,3
maze-3-5,Dijkstra,10,16,38,2
maze-3-5,Dijkstra,10,17,43,3
maze-3-5,Dijkstra,10,33,98,7
maze-3-5,Dijkstra,10,15,34,2
maze-3-5,Dijkstra,10,19,38,2
maze-3-5,Dijkstra,10,17,57,3
maze-3-5,Dijkstra,10,16,43,3
maze-3-5,Dijkstra,10,17,19,1
maze-3-5,Dijkstra,10,11,19,1
maze-3-5,Dijkstra,10,12,19,1
maze-3-5,Dijkstra,10,24,57,3
maze-3-5,Dijkstra,10,13,19,1
maze-3-5,Dijkstra,10,18,37,2
maze-3-5,Dijkstra,10,18,52,3
maze-3-5,Dijkstra,10,15,24,2
maze-3-5,Dijkstra,10,25,95,5
maze-3-5,Dijkstra,10,17,43,3
maze-3-5,Dijkstra,10,17,34,2
maze-3-5,Dijkstra,10,13,24,2
maze-3-5,Dijkstra,10,18,38,2
maze-3-5,Dijkstra,10,17,38,2
maze-3-5,Dijkstra,10,21,39,3
maze-3-5,Dijkstra,10,19,39,3
maze-3-5,Dijkstra,10,14,24,2
maze-3-5,Dijkstra,10,19,74,4
maze-3-5,Dijkstra,10,15,38,2
maze-3-5,Dijkstra,10,25,70,4
maze-3-5,Dijkstra,10,17,56,3
maze-3-5,Dijkstra,10,19,19,1
maze-3-5,Dijkstra,10,21,60,4
maze-3-5,Dijkstra,10,21,57,3
maze-3-5,Dijkstra,10,18,43,3
maze-3-5,Dijkstra,10,21,34,3
maze-3-5,Dijkstra,10,20,47,3
maze-3-5,Dijkstra,10,22,75,4
maze-3-5,Dijkstra,10,32,154,9
maze-3-5,Dijkstra,10,15,38,2
maze-3-5,Dijkstra,10,17,38,2
maze-3-5,Dijkstra,10,20,74,4
maze-3-5,Dijkstra,10,18,56,3
maze-3-5,Dijkstra,10,20,38,2
maze-3-5,Dijkstra,10,18,37,2
maze-3-5,Dijkstra,10,12,19,1
maze-3-5,Dijkstra,10,24,76,4
maze-3-5,Dijkstra,10,16,29,2
maze-3-5,Dijkstra,10,16,57,3
maze-3-5,Dijkstra,10,12,38,2
maze-3-5,Dijkstra,10,12,29,2
maze-3-5,Dijkstra,10,11,19,1
maze-3-5,Dijkstra,10,12,38,2
maze-3-5,Dijkstra,10,14,34,2
maze-3-5,Dijkstra,10,13,19,1
maze-3-5,Dijkstra,10,16,19,1
maze-3-5,Dijkstra,10,20,62,4
maze-3-5,Dijkstra,10,16,19,1
maze-3-5,Dijkstra,10,12,19,1
maze-3-5,Dijkstra,10,10,19,1
maze-3-5,Dijkstra,10,21,75,4
maze-3-5,Dijkstra,10,20,19,1
maze-3-5,Dijkstra,10,21,75,4
maze-3-5,Dijkstra,10,14,37,2
maze-3-5,Dijkstra,10,22,45,3
maze-3-5,Dijkstra,10,33,105,6
maze-3-5,Dijkstra,10,15,38,2
maze-3-5,Dijkstra,10,15,42,3
maze-3-5,Dijkstra,10,26,72,5
maze-3-5,Dijkstra,10,17,38,2
maze-3-5,Dijkstra,10,19,62,4
maze-3-5,Dijkstra,10,19,26,2
maze-3-5,Dijkstra,10,19,19,1
maze-3-5,Dijkstra,10,22,76,4
maze-3-5,Dijkstra,10,40,147,9
maze-3-5,Dijkstra,10,14,19,1
maze-3-5,Dijkstra,10,29,105,7
maze-3-5,Dijkstra,10,12,19,1
maze-3-5,Dijkstra,10,16,56,3
maze-3-5,Dijkstra,10,13,19,1
maze-3-5,Dijkstra,10,21,57,3
maze-3-5,Dijkstra,10,15,38,2
maze-3-5,Dijkstra,10,13,19,1
maze-3-5,Dijkstra,10,18,38,2
maze-3-5,Dijkstra,10,20,57,3
maze-3-5,Dijkstra,10,26,81,5
maze-3-5,Dijkstra,10,26,105,6
maze-3-5,Dijkstra,10,22,19,1
maze-3-5,Dijkstra,10,11,19,1
maze-3-5,Dijkstra,10,17,34,2
maze-3-5,Dijkstra,10,16,37,2
maze-3-5,Dijkstra,10,21,49,3
maze-3-5,Dijkstra,10,24,44,3
maze-3-5,Dijkstra,10,11,19,1
maze-3-5,Dijkstra,10,13,19,1
maze-3-5,Dijkstra,10,23,19,1
maze-3-5,Dijkstra,10,13,38,2
maze-3-5,A*Euclid,10,19,53,4
maze-3-5,A*Euclid,10,16,76,4
maze-3-5,A*Euclid,10,15,22,2
maze-3-5,A*Euclid,10,21,60,5
maze-3-5,A*Euclid,10,24,63,6
maze-3-5,A*Euclid,10,17,32,3
maze-3-5,A*Euclid,10,16,38,2
maze-3-5,A*Euclid,10,17,41,3
maze-3-5,A*Euclid,10,33,82,7
maze-3-5,A*Euclid,10,15,25,2
maze-3-5,A*Euclid,10,19,32,2
maze-3-5,A*Euclid,10,17,51,3
maze-3-5,A*Euclid,10,16,35,3
maze-3-5,A*Euclid,10,17,19,1
maze-3-5,A*Euclid,10,11,19,1
maze-3-5,A*Euclid,10,12,19,1
maze-3-5,A*Euclid,10,24,53,3
maze-3-5,A*Euclid,10,13,19,1
maze-3-5,A*Euclid,10,18,27,2
maze-3-5,A*Euclid,10,18,33,3
maze-3-5,A*Euclid,10,15,22,2
maze-3-5,A*Euclid,10,25,83,5
maze-3-5,A*Euclid,10,17,41,3
maze-3-5,A*Euclid,10,17,25,2
maze-3-5,A*Euclid,10,13,22,2
maze-3-5,A*Euclid,10,18,32,2
maze-3-5,A*Euclid,10,17,38,2
maze-3-5,A*Euclid,10,21,28,3
maze-3-5,A*Euclid,10,19,28,3
maze-3-5,A*Euclid,10,14,22,2
maze-3-5,A*Euclid,10,19,48,4
maze-3-5,A*Euclid,10,15,38,2
maze-3-5,A*Euclid,10,25,41,4
maze-3-5,A*Euclid,10,17,40,3
maze-3-5,A*Euclid,10,19,19,1
maze-3-5,A*Euclid,10,21,38,4
maze-3-5,A*Euclid,10,21,47,3
maze-3-5,A*Euclid,10,18,35,3
maze-3-5,A*Euclid,10,21,27,3
maze-3-5,A*Euclid,10,20,32,3
maze-3-5,A*Euclid,10,22,59,4
maze-3-5,A*Euclid,10,32,126,9
maze-3-5,A*Euclid,10,15,38,2
maze-3-5,A*Euclid,10,17,32,2
maze-3-5,A*Euclid,10,20,54,4
maze-3-5,A*Euclid,10,18,40,3
maze-3-5,A*Euclid,10,20,32,2
maze-3-5,A*Euclid,10,18,27,2
maze-3-5,A*Euclid,10,12,19,1
maze-3-5,A*Euclid,10,24,76,4
maze-3-5,A*Euclid,10,16,24,2
maze-3-5,A*Euclid,10,16,57,3
maze-3-5,A*Euclid,10,12,38,2
maze-3-5,A*Euclid,10,12,24,2
maze-3-5,A*Euclid,10,11,19,1
maze-3-5,A*Euclid,10,12,38,2
maze-3-5,A*Euclid,10,14,25,2
maze-3-5,A*Euclid,10,13,19,1
maze-3-5,A*Euclid,10,16,19,1
maze-3-5,A*Euclid,10,20,60,4
maze-3-5,A*Euclid,10,16,19,1
maze-3-5,A*Euclid,10,12,19,1
maze-3-5,A*Euclid,10,10,19,1
maze-3-5,A*Euclid,10,21,59,4
maze-3-5,A*Euclid,10,20,19,1
maze-3-5,A*Euclid,10,21,55,4
maze-3-5,A*Euclid,10,14,27,2
maze-3-5,A*Euclid,10,22,36,3
maze-3-5,A*Euclid,10,33,82,6
maze-3-5,A*Euclid,10,15,38,2
maze-3-5,A*Euclid,10,15,30,3
maze-3-5,A*Euclid,10,26,65,5
maze-3-5,A*Euclid,10,17,32,2
maze-3-5,A*Euclid,10,19,60,4
maze-3-5,A*Euclid,10,19,23,2
maze-3-5,A*Euclid,10,19,19,1
maze-3-5,A*Euclid,10,22,70,4
maze-3-5,A*Euclid,10,40,119,9
maze-3-5,A*Euclid,10,14,19,1
maze-3-5,A*Euclid,10,29,89,7
maze-3-5,A*Euclid,10,12,19,1
maze-3-5,A*Euclid,10,16,46,3
maze-3-5,A*Euclid,10,13,19,1
maze-3-5,A*Euclid,10,21,51,3
maze-3-5,A*Euclid,10,15,32,2
maze-3-5,A*Euclid,10,13,19,1
maze-3-5,A*Euclid,10,18,38,2
maze-3-5,A*Euclid,10,20,57,3
maze-3-5,A*Euclid,10,26,79,5
maze-3-5,A*Euclid,10,26,88,6
maze-3-5,A*Euclid,10,22,19,1
maze-3-5,A*Euclid,10,11,19,1
maze-3-5,A*Euclid,10,17,25,2
maze-3-5,A*Euclid,10,16,27,2
maze-3-5,A*Euclid,10,21,31,3
maze-3-5,A*Euclid,10,24,30,3
maze-3-5,A*Euclid,10,11,19,1
maze-3-5,A*Euclid,10,13,19,1
maze-3-5,A*Euclid,10,23,19,1
maze-3-5,A*Euclid,10,13,32,2
maze-3-5,A*Manhattan,10,19,50,4
maze-3-5,A*Manhattan,10,16,73,4
maze-3-5,A*Manhattan,10,15,22,2
maze-3-5,A*Manhattan,10,21,58,5
maze-3-5,A*Manhattan,10,24,60,6
maze-3-5,A*Manhattan,10,17,31,3
maze-3-5,A*Manhattan,10,16,38,2
maze-3-5,A*Manhattan,10,17,40,3
maze-3-5,A*Manhattan,10,33,79,7
maze-3-5,A*Manhattan,10,15,25,2
maze-3-5,A*Manhattan,10,19,31,2
maze-3-5,A*Manhattan,10,17,49,3
maze-3-5,A*Manhattan,10,16,34,3
maze-3-5,A*Manhattan,10,17,19,1
maze-3-5,A*Manhattan,10,11,19,1
maze-3-5,A*Manhattan,10,12,19,1
maze-3-5,A*Manhattan,10,24,50,3
maze-3-5,A*Manhattan,10,13,19,1
maze-3-5,A*Manhattan,10,18,26,2
maze-3-5,A*Manhattan,10,18,32,3
maze-3-5,A*Manhattan,10,15,22,2
maze-3-5,A*Manhattan,10,25,80,5
maze-3-5,A*Manhattan,10,17,41,3
maze-3-5,A*Manhattan,10,17,25,2
maze-3-5,A*Manhattan,10,13,22,2
maze-3-5,A*Manhattan,10,18,31,2
maze-3-5,A*Manhattan,10,17,37,2
maze-3-5,A*Manhattan,10,21,28,3
maze-3-5,A*Manhattan,10,19,28,3
maze-3-5,A*Manhattan,10,14,22,2
maze-3-5,A*Manhattan,10,19,45,4
maze-3-5,A*Manhattan,10,15,38,2
maze-3-5,A*Manhattan,10,25,39,4
maze-3-5,A*Manhattan,10,17,38,3
maze-3-5,A*Manhattan,10,19,19,1
maze-3-5,A*Manhattan,10,21,36,4
maze-3-5,A*Manhattan,10,21,44,3
maze-3-5,A*Manhattan,10,18,34,3
maze-3-5,A*Manhattan,10,21,27,3
maze-3-5,A*Manhattan,10,20,31,3
maze-3-5,A*Manhattan,10,22,56,4
maze-3-5,A*Manhattan,10,32,121,9
maze-3-5,A*Manhattan,10,15,38,2
maze-3-5,A*Manhattan,10,17,31,2
maze-3-5,A*Manhattan,10,20,51,4
maze-3-5,A*Manhattan,10,18,38,3
maze-3-5,A*Manhattan,10,20,31,2
maze-3-5,A*Manhattan,10,18,26,2
maze-3-5,A*Manhattan,10,12,19,1
maze-3-5,A*Manhattan,10,24,73,4
maze-3-5,A*Manhattan,10,16,24,2
maze-3-5,A*Manhattan,10,16,56,3
maze-3-5,A*Manhattan,10,12,37,2
maze-3-5,A*Manhattan,10,12,24,2
maze-3-5,A*Manhattan,10,11,19,1
maze-3-5,A*Manhattan,10,12,37,2
maze-3-5,A*Manhattan,10,14,25,2
maze-3-5,A*Manhattan,10,13,19,1
maze-3-5,A*Manhattan,10,16,19,1
maze-3-5,A*Manhattan,10,20,59,4
maze-3-5,A*Manhattan,10,16,19,1
maze-3-5,A*Manhattan,10,12,19,1
maze-3-5,A*Manhattan,10,10,19,1
maze-3-5,A*Manhattan,10,21,56,4
maze-3-5,A*Manhattan,10,20,19,1
maze-3-5,A*Manhattan,10,21,51,4
maze-3-5,A*Manhattan,10,14,26,2
maze-3-5,A*Manhattan,10,22,35,3
maze-3-5,A*Manhattan,10,33,79,6
maze-3-5,A*Manhattan,10,15,38,2
maze-3-5,A*Manhattan,10,15,29,3
maze-3-5,A*Manhattan,10,26,63,5
maze-3-5,A*Manhattan,10,17,31,2
maze-3-5,A*Manhattan,10,19,59,4
maze-3-5,A*Manhattan,10,19,23,2
maze-3-5,A*Manhattan,10,19,19,1
maze-3-5,A*Manhattan,10,22,67,4
maze-3-5,A*Manhattan,10,40,113,9
maze-3-5,A*Manhattan,10,14,19,1
maze-3-5,A*Manhattan,10,29,85,7
maze-3-5,A*Manhattan,10,12,19,1
maze-3-5,A*Manhattan,10,16,44,3
maze-3-5,A*Manhattan,10,13,19,1
maze-3-5,A*Manhattan,10,21,50,3
maze-3-5,A*Manhattan,10,15,31,2
maze-3-5,A*Manhattan,10,13,19,1
maze-3-5,A*Manhattan,10,18,37,2
maze-3-5,A*Manhattan,10,20,55,3
maze-3-5,A*Manhattan,10,26,76,5
maze-3-5,A*Manhattan,10,26,84,6
maze-3-5,A*Manhattan,10,22,19,1
maze-3-5,A*Manhattan,10,11,19,1
maze-3-5,A*Manhattan,10,17,25,2
maze-3-5,A*Manhattan,10,16,26,2
maze-3-5,A*Manhattan,10,21,31,3
maze-3-5,A*Manhattan,10,24,30,3
maze-3-5,A*Manhattan,10,11,19,1
maze-3-5,A*Manhattan,10,13,19,1
maze-3-5,A*Manhattan,10,23,19,1
maze-3-5,A*Manhattan,10,13,31,2
maze-50-1,Dijkstra,198,358,252592,61
maze-50-1,Dijkstra,198,376,230814,64
maze-50-1,Dijkstra,198,331,184070,38
maze-50-1,Dijkstra,198,409,314277,69
maze-50-1,Dijkstra,198,399,244454,59
maze-50-1,Dijkstra,198,372,329242,67
maze-50-1,Dijkstra,198,371,259499,61
maze-50-1,Dijkstra,198,375,272823,61
maze-50-1,Dijkstra,198,364,261450,72
maze-50-1,Dijkstra,198,337,204731,43
maze-50-1,Dijkstra,198,359,254673,49
maze-50-1,Dijkstra,198,379,311237,65
maze-50-1,Dijkstra,198,380,293961,66
maze-50-1,Dijkstra,198,382,283959,68
maze-50-1,Dijkstra,198,377,263524,55
maze-50-1,Dijkstra,198,402,399640,79
maze-50-1,Dijkstra,198,401,318375,62
maze-50-1,Dijkstra,198,367,308929,62
maze-50-1,Dijkstra,198,394,249119,64
maze-50-1,Dijkstra,198,322,167331,35
maze-50-1,Dijkstra,198,344,195376,47
maze-50-1,Dijkstra,198,369,280558,57
maze-50-1,Dijkstra,198,353,257959,57
maze-50-1,Dijkstra,198,372,281661,62
maze-50-1,Dijkstra,198,348,194407,48
maze-50-1,Dijkstra,198,406,315220,74
maze-50-1,Dijkstra,198,323,194801,39
maze-50-1,Dijkstra,198,368,289385,59
maze-50-1,Dijkstra,198,302,138513,30
maze-50-1,Dijkstra,198,350,201414,48
maze-50-1,Dijkstra,198,387,306972,73
maze-50-1,Dijkstra,198,349,192348,47
maze-50-1,Dijkstra,198,357,292778,66
maze-50-1,Dijkstra,198,394,353272,81
maze-50-1,Dijkstra,198,351,227910,49
maze-50-1,Dijkstra,198,368,250772,62
maze-50-1,Dijkstra,198,345,205099,49
maze-50-1,Dijkstra,198,387,306675,67
maze-50-1,Dijkstra,198,388,268247,65
maze-50-1,Dijkstra,198,457,492292,112
maze-50-1,Dijkstra,198,402,300355,69
maze-50-1,Dijkstra,198,384,264408,65
maze-50-1,Dijkstra,198,377,328864,64
maze-50-1,Dijkstra,198,424,367860,85
maze-50-1,Dijkstra,198,349,214844,48
maze-50-1,Dijkstra,198,361,251582,60
maze-50-1,Dijkstra,198,374,250291,59
maze-50-1,Dijkstra,198,345,231480,53
maze-50-1,Dijkstra,198,339,212184,46
maze-50-1,Dijkstra,198,341,162192,49
maze-50-1,Dijkstra,198,356,213531,55
maze-50-1,Dijkstra,198,383,278202,61
maze-50-1,Dijkstra,198,367,275895,69
maze-50-1,Dijkstra,198,337,220715,39
maze-50-1,Dijkstra,198,375,350060,68
maze-50-1,Dijkstra,198,378,296589,59
maze-50-1,Dijkstra,198,384,269591,65
maze-50-1,Dijkstra,198,390,336052,73
maze-50-1,Dijkstra,198,382,323907,63
maze-50-1,Dijkstra,198,365,338973,66
maze-50-1,Dijkstra,198,377,239678,57
maze-50-1,Dijkstra,198,391,343869,73
maze-50-1,Dijkstra,198,359,308072,61
maze-50-1,Dijkstra,198,366,240273,63
maze-50-1,Dijkstra,198,383,275528,60
maze-50-1,Dijkstra,198,361,227124,58
maze-50-1,Dijkstra,198,354,291080,57
maze-50-1,Dijkstra,198,324,178578,40
maze-50-1,Dijkstra,198,372,268546,59
maze-50-1,Dijkstra,198,351,196163,51
maze-50-1,Dijkstra,198,347,246658,52
maze-50-1,Dijkstra,198,364,278384,62
maze-50-1,Dijkstra,198,360,222142,54
maze-50-1,Dijkstra,198,402,331716,72
maze-50-1,Dijkstra,198,369,263538,63
maze-50-1,Dijkstra,198,350,227131,48
maze-50-1,Dijkstra,198,343,265310,55
maze-50-1,Dijkstra,198,406,316470,69
maze-50-1,Dijkstra,198,346,264213,48
maze-50-1,Dijkstra,198,376,271134,64
maze-50-1,Dijkstra,198,364,229487,55
maze-50-1,Dijkstra,198,399,282495,67
maze-50-1,Dijkstra,198,402,362291,77
maze-50-1,Dijkstra,198,390,344486,71
maze-50-1,Dijkstra,198,361,265585,65
maze-50-1,Dijkstra,198,379,299783,69
maze-50-1,Dijkstra,198,343,274814,54
maze-50-1,Dijkstra,198,362,263146,54
maze-50-1,Dijkstra,198,360,281442,57
maze-50-1,Dijkstra,198,383,329966,71
maze-50-1,Dijkstra,198,298,134036,31
maze-50-1,Dijkstra,198,372,251782,60
maze-50-1,Dijkstra,198,343,282997,55
maze-50-1,Dijkstra,198,382,291216,61
maze-50-1,Dijkstra,198,365,249616,61
maze-50-1,Dijkstra,198,385,280404,72
maze-50-1,Dijkstra,198,396,329299,77
maze-50-1,Dijkstra,198,355,249070,60
maze-50-1,Dijkstra,198,373,266699,70
maze-50-1,Dijkstra,198,383,265537,62
maze-50-1,A*Euclid,198,340,112941,53
maze-50-1,A*Euclid,198,379,136902,63
maze-50-1,A*Euclid,198,340,129871,49
maze-50-1,A*Euclid,198,409,128358,77
maze-50-1,A*Euclid,198,387,106896,59
maze-50-1,A*Euclid,198,362,141469,61
maze-50-1,A*Euclid,198,343,98193,52
maze-50-1,A*Euclid,198,367,142027,62
maze-50-1,A*Euclid,198,358,117167,49
maze-50-1,A*Euclid,198,351,166176,57
maze-50-1,A*Euclid,198,368,110282,51
maze-50-1,A*Euclid,198,371,148670,59
maze-50-1,A*Euclid,198,350,108178,52
maze-50-1,A*Euclid,198,364,109524,57
maze-50-1,A*Euclid,198,390,146368,71
maze-50-1,A*Euclid,198,402,131662,69
maze-50-1,A*Euclid,198,407,153423,83
maze-50-1,A*Euclid,198,373,126290,55
maze-50-1,A*Euclid,198,375,108290,56
maze-50-1,A*Euclid,198,372,139755,59
maze-50-1,A*Euclid,198,335,71709,52
maze-50-1,A*Euclid,198,383,123033,66
maze-50-1,A*Euclid,198,351,150586,57
maze-50-1,A*Euclid,198,342,102548,56
maze-50-1,A*Euclid,198,365,119313,56
maze-50-1,A*Euclid,198,390,172907,66
maze-50-1,A*Euclid,198,359,123836,50
maze-50-1,A*Euclid,198,358,147348,59
maze-50-1,A*Euclid,198,341,146139,54
maze-50-1,A*Euclid,198,336,66706,42
maze-50-1,A*Euclid,198,353,115295,54
maze-50-1,A*Euclid,198,379,149905,59
maze-50-1,A*Euclid,198,342,118577,55
maze-50-1,A*Euclid,198,343,91248,55
maze-50-1,A*Euclid,198,366,152318,59
maze-50-1,A*Euclid,198,357,104949,53
maze-50-1,A*Euclid,198,368,155508,58
maze-50-1,A*Euclid,198,384,139597,61
maze-50-1,A*Euclid,198,398,163214,73
maze-50-1,A*Euclid,198,439,173227,79
maze-50-1,A*Euclid,198,381,170541,71
maze-50-1,A*Euclid,198,388,148716,63
maze-50-1,A*Euclid,198,394,156524,64
maze-50-1,A*Euclid,198,388,60924,61
maze-50-1,A*Euclid,198,355,138547,62
maze-50-1,A*Euclid,198,341,109879,59
maze-50-1,A*Euclid,198,410,185025,79
maze-50-1,A*Euclid,198,370,131480,63
maze-50-1,A*Euclid,198,337,93333,46
maze-50-1,A*Euclid,198,331,65675,37
maze-50-1,A*Euclid,198,371,124716,62
maze-50-1,A*Euclid,198,356,124628,59
maze-50-1,A*Euclid,198,379,145683,66
maze-50-1,A*Euclid,198,394,195888,66
maze-50-1,A*Euclid,198,368,123885,65
maze-50-1,A*Euclid,198,362,112219,61
maze-50-1,A*Euclid,198,342,99995,46
maze-50-1,A*Euclid,198,376,177296,69
maze-50-1,A*Euclid,198,391,142715,68
maze-50-1,A*Euclid,198,363,114898,48
maze-50-1,A*Euclid,198,350,96108,56
maze-50-1,A*Euclid,198,406,171719,71
maze-50-1,A*Euclid,198,347,105012,43
maze-50-1,A*Euclid,198,338,118540,47
maze-50-1,A*Euclid,198,351,104382,47
maze-50-1,A*Euclid,198,375,142321,55
maze-50-1,A*Euclid,198,386,125152,66
maze-50-1,A*Euclid,198,317,77684,45
maze-50-1,A*Euclid,198,351,92513,54
maze-50-1,A*Euclid,198,335,85085,41
maze-50-1,A*Euclid,198,329,80642,37
maze-50-1,A*Euclid,198,348,96500,49
maze-50-1,A*Euclid,198,373,119984,59
maze-50-1,A*Euclid,198,376,102520,54
maze-50-1,A*Euclid,198,394,106902,63
maze-50-1,A*Euclid,198,348,113518,57
maze-50-1,A*Euclid,198,367,148801,68
maze-50-1,A*Euclid,198,366,66512,59
maze-50-1,A*Euclid,198,377,154767,70
maze-50-1,A*Euclid,198,339,99396,45
maze-50-1,A*Euclid,198,376,115411,58
maze-50-1,A*Euclid,198,396,154459,71
maze-50-1,A*Euclid,198,377,164141,67
maze-50-1,A*Euclid,198,437,173161,82
maze-50-1,A*Euclid,198,364,124089,60
maze-50-1,A*Euclid,198,363,126591,64
maze-50-1,A*Euclid,198,362,119747,63
maze-50-1,A*Euclid,198,343,95444,47
maze-50-1,A*Euclid,198,343,98723,52
maze-50-1,A*Euclid,198,361,149600,58
maze-50-1,A*Euclid,198,383,171475,65
maze-50-1,A*Euclid,198,339,92793,49
maze-50-1,A*Euclid,198,368,146828,64
maze-50-1,A*Euclid,198,360,124393,62
maze-50-1,A*Euclid,198,371,109309,51
maze-50-1,A*Euclid,198,347,120989,49
maze-50-1,A*Euclid,198,393,146438,65
maze-50-1,A*Euclid,198,389,135093,62
maze-50-1,A*Euclid,198,364,141334,59
maze-50-1,A*Euclid,198,393,147955,66
maze-50-1,A*Manhattan,198,358,30737,61
maze-50-1,A*Manhattan,198,376,29543,64
maze-50-1,A*Manhattan,198,331,25897,36
maze-50-1,A*Manhattan,198,409,39603,69
maze-50-1,A*Manhattan,198,399,30506,59
maze-50-1,A*Manhattan,198,384,41708,75
maze-50-1,A*Manhattan,198,352,31813,53
maze-50-1,A*Manhattan,198,384,47085,71
maze-50-1,A*Manhattan,198,379,38735,62
maze-50-1,A*Manhattan,198,320,24920,37
maze-50-1,A*Manhattan,198,359,38037,49
maze-50-1,A*Manhattan,198,383,43853,69
maze-50-1,A*Manhattan,198,366,42070,60
maze-50-1,A*Manhattan,198,346,31576,57
maze-50-1,A*Manhattan,198,385,41976,62
maze-50-1,A*Manhattan,198,407,48320,74
maze-50-1,A*Manhattan,198,381,38706,63
maze-50-1,A*Manhattan,198,362,35245,53
maze-50-1,A*Manhattan,198,375,25398,51
maze-50-1,A*Manhattan,198,365,35165,58
maze-50-1,A*Manhattan,198,350,24160,51
maze-50-1,A*Manhattan,198,365,31402,66
maze-50-1,A*Manhattan,198,354,35651,50
maze-50-1,A*Manhattan,198,339,28495,49
maze-50-1,A*Manhattan,198,362,38543,69
maze-50-1,A*Manhattan,198,397,42562,72
maze-50-1,A*Manhattan,198,345,32670,47
maze-50-1,A*Manhattan,198,357,43553,64
maze-50-1,A*Manhattan,198,327,29081,41
maze-50-1,A*Manhattan,198,351,26951,48
maze-50-1,A*Manhattan,198,359,29962,58
maze-50-1,A*Manhattan,198,373,38153,65
maze-50-1,A*Manhattan,198,347,28882,49
maze-50-1,A*Manhattan,198,375,34049,69
maze-50-1,A*Manhattan,198,367,42397,65
maze-50-1,A*Manhattan,198,380,27454,59
maze-50-1,A*Manhattan,198,361,42890,68
maze-50-1,A*Manhattan,198,356,35847,68
maze-50-1,A*Manhattan,198,408,42217,74
maze-50-1,A*Manhattan,198,413,44553,66
maze-50-1,A*Manhattan,198,436,52623,90
maze-50-1,A*Manhattan,198,368,31479,59
maze-50-1,A*Manhattan,198,385,41145,66
maze-50-1,A*Manhattan,198,387,27088,63
maze-50-1,A*Manhattan,198,367,27339,53
maze-50-1,A*Manhattan,198,329,22889,41
maze-50-1,A*Manhattan,198,409,48449,77
maze-50-1,A*Manhattan,198,345,27452,45
maze-50-1,A*Manhattan,198,339,28371,51
maze-50-1,A*Manhattan,198,344,23642,44
maze-50-1,A*Manhattan,198,324,24413,44
maze-50-1,A*Manhattan,198,366,28460,53
maze-50-1,A*Manhattan,198,366,41500,63
maze-50-1,A*Manhattan,198,376,47278,60
maze-50-1,A*Manhattan,198,364,35513,64
maze-50-1,A*Manhattan,198,378,29665,58
maze-50-1,A*Manhattan,198,364,32892,56
maze-50-1,A*Manhattan,198,393,48338,76
maze-50-1,A*Manhattan,198,398,39498,75
maze-50-1,A*Manhattan,198,382,45011,68
maze-50-1,A*Manhattan,198,350,27420,46
maze-50-1,A*Manhattan,198,416,53514,77
maze-50-1,A*Manhattan,198,356,32170,67
maze-50-1,A*Manhattan,198,351,30886,52
maze-50-1,A*Manhattan,198,392,39035,70
maze-50-1,A*Manhattan,198,341,31123,49
maze-50-1,A*Manhattan,198,387,32907,64
maze-50-1,A*Manhattan,198,325,25180,46
maze-50-1,A*Manhattan,198,361,34888,68
maze-50-1,A*Manhattan,198,360,30760,47
maze-50-1,A*Manhattan,198,355,39707,55
maze-50-1,A*Manhattan,198,365,34916,64
maze-50-1,A*Manhattan,198,395,37944,58
maze-50-1,A*Manhattan,198,394,38745,64
maze-50-1,A*Manhattan,198,363,41689,63
maze-50-1,A*Manhattan,198,357,28835,53
maze-50-1,A*Manhattan,198,338,32946,50
maze-50-1,A*Manhattan,198,385,29225,54
maze-50-1,A*Manhattan,198,363,44223,53
maze-50-1,A*Manhattan,198,357,31209,60
maze-50-1,A*Manhattan,198,377,37829,72
maze-50-1,A*Manhattan,198,392,38177,74
maze-50-1,A*Manhattan,198,385,44427,66
maze-50-1,A*Manhattan,198,393,43214,65
maze-50-1,A*Manhattan,198,358,38241,60
